order_id,user_id,restaurant_id,timestamp,cart_state,candidate_item,label
1,4255,143,2025-03-01 19:21:15,"[1547, 188]",1547,0
1,4255,143,2025-03-01 19:21:15,"[1547, 188]",141,0
1,4255,143,2025-03-01 19:21:15,"[1547, 188]",558,1
1,4255,143,2025-03-01 19:21:15,"[1547, 188]",1781,0
1,4255,143,2025-03-01 19:21:15,"[1547, 188]",1858,0
1,4255,143,2025-03-01 19:21:15,"[1547, 188]",1437,0
1,4255,143,2025-03-01 19:21:15,"[1547, 188]",823,0
1,4255,143,2025-03-01 19:21:15,"[1547, 188]",1756,0
1,4255,143,2025-03-01 19:21:15,"[1547, 188]",848,0
2,6904,152,2025-04-12 21:27:25,[105],80,1
2,6904,152,2025-04-12 21:27:25,[105],1528,0
2,6904,152,2025-04-12 21:27:25,[105],848,0
2,6904,152,2025-04-12 21:27:25,[105],1546,0
2,6904,152,2025-04-12 21:27:25,[105],580,0
2,6904,152,2025-04-12 21:27:25,[105],1941,0
2,6904,152,2025-04-12 21:27:25,[105],1291,0
2,6904,152,2025-04-12 21:27:25,[105],201,0
2,6904,152,2025-04-12 21:27:25,[105],988,0
2,6904,152,2025-04-12 21:27:25,[105],1748,0
2,6904,152,2025-04-12 21:27:25,"[105, 80]",1307,0
2,6904,152,2025-04-12 21:27:25,"[105, 80]",1910,0
2,6904,152,2025-04-12 21:27:25,"[105, 80]",1033,1
2,6904,152,2025-04-12 21:27:25,"[105, 80]",1097,0
2,6904,152,2025-04-12 21:27:25,"[105, 80]",1060,0
2,6904,152,2025-04-12 21:27:25,"[105, 80]",1076,0
2,6904,152,2025-04-12 21:27:25,"[105, 80]",568,0
2,6904,152,2025-04-12 21:27:25,"[105, 80]",80,0
2,6904,152,2025-04-12 21:27:25,"[105, 80]",560,0
2,6904,152,2025-04-12 21:27:25,"[105, 80]",1820,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033]",1941,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033]",1546,1
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033]",1097,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033]",1513,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033]",848,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033]",1498,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033]",560,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033]",1748,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033]",568,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033]",105,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033, 1546]",1910,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033, 1546]",1253,1
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033, 1546]",282,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033, 1546]",1060,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033, 1546]",1338,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033, 1546]",1498,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033, 1546]",1967,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033, 1546]",1076,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033, 1546]",1687,0
2,6904,152,2025-04-12 21:27:25,"[105, 80, 1033, 1546]",580,0
3,6332,18,2025-04-24 14:45:13,[240],1886,0
3,6332,18,2025-04-24 14:45:13,[240],1832,0
3,6332,18,2025-04-24 14:45:13,[240],347,0
3,6332,18,2025-04-24 14:45:13,[240],594,0
3,6332,18,2025-04-24 14:45:13,[240],204,1
3,6332,18,2025-04-24 14:45:13,[240],699,0
3,6332,18,2025-04-24 14:45:13,[240],152,0
3,6332,18,2025-04-24 14:45:13,[240],186,0
3,6332,18,2025-04-24 14:45:13,[240],862,0
3,6332,18,2025-04-24 14:45:13,[240],184,0
3,6332,18,2025-04-24 14:45:13,"[240, 204]",699,0
3,6332,18,2025-04-24 14:45:13,"[240, 204]",1277,0
3,6332,18,2025-04-24 14:45:13,"[240, 204]",1927,0
3,6332,18,2025-04-24 14:45:13,"[240, 204]",1153,0
3,6332,18,2025-04-24 14:45:13,"[240, 204]",547,0
3,6332,18,2025-04-24 14:45:13,"[240, 204]",204,0
3,6332,18,2025-04-24 14:45:13,"[240, 204]",1376,0
3,6332,18,2025-04-24 14:45:13,"[240, 204]",140,0
3,6332,18,2025-04-24 14:45:13,"[240, 204]",347,0
3,6332,18,2025-04-24 14:45:13,"[240, 204]",761,0
4,2113,0,2025-07-29 12:52:26,[302],789,1
4,2113,0,2025-07-29 12:52:26,[302],1746,0
4,2113,0,2025-07-29 12:52:26,[302],1527,0
4,2113,0,2025-07-29 12:52:26,[302],1686,0
4,2113,0,2025-07-29 12:52:26,[302],266,0
4,2113,0,2025-07-29 12:52:26,[302],1875,0
4,2113,0,2025-07-29 12:52:26,[302],1574,0
4,2113,0,2025-07-29 12:52:26,[302],605,0
4,2113,0,2025-07-29 12:52:26,[302],921,0
4,2113,0,2025-07-29 12:52:26,[302],288,0
4,2113,0,2025-07-29 12:52:26,"[302, 789]",1227,0
4,2113,0,2025-07-29 12:52:26,"[302, 789]",1451,0
4,2113,0,2025-07-29 12:52:26,"[302, 789]",77,0
4,2113,0,2025-07-29 12:52:26,"[302, 789]",1746,0
4,2113,0,2025-07-29 12:52:26,"[302, 789]",605,0
4,2113,0,2025-07-29 12:52:26,"[302, 789]",387,0
4,2113,0,2025-07-29 12:52:26,"[302, 789]",42,0
4,2113,0,2025-07-29 12:52:26,"[302, 789]",995,1
4,2113,0,2025-07-29 12:52:26,"[302, 789]",733,0
4,2113,0,2025-07-29 12:52:26,"[302, 789]",1032,0
4,2113,0,2025-07-29 12:52:26,"[302, 789, 995]",437,0
4,2113,0,2025-07-29 12:52:26,"[302, 789, 995]",266,1
4,2113,0,2025-07-29 12:52:26,"[302, 789, 995]",56,0
4,2113,0,2025-07-29 12:52:26,"[302, 789, 995]",1038,0
4,2113,0,2025-07-29 12:52:26,"[302, 789, 995]",1572,0
4,2113,0,2025-07-29 12:52:26,"[302, 789, 995]",904,0
4,2113,0,2025-07-29 12:52:26,"[302, 789, 995]",269,0
4,2113,0,2025-07-29 12:52:26,"[302, 789, 995]",635,0
4,2113,0,2025-07-29 12:52:26,"[302, 789, 995]",160,0
4,2113,0,2025-07-29 12:52:26,"[302, 789, 995]",1621,0
5,7907,213,2025-01-20 13:48:44,[5],1551,0
5,7907,213,2025-01-20 13:48:44,[5],1231,0
5,7907,213,2025-01-20 13:48:44,[5],54,0
5,7907,213,2025-01-20 13:48:44,[5],74,0
5,7907,213,2025-01-20 13:48:44,[5],954,0
5,7907,213,2025-01-20 13:48:44,[5],1674,1
5,7907,213,2025-01-20 13:48:44,[5],1603,0
5,7907,213,2025-01-20 13:48:44,[5],1218,0
5,7907,213,2025-01-20 13:48:44,[5],1247,0
5,7907,213,2025-01-20 13:48:44,[5],407,0
5,7907,213,2025-01-20 13:48:44,"[5, 1674]",295,0
5,7907,213,2025-01-20 13:48:44,"[5, 1674]",1674,1
5,7907,213,2025-01-20 13:48:44,"[5, 1674]",533,0
5,7907,213,2025-01-20 13:48:44,"[5, 1674]",1081,0
5,7907,213,2025-01-20 13:48:44,"[5, 1674]",1113,0
5,7907,213,2025-01-20 13:48:44,"[5, 1674]",557,0
5,7907,213,2025-01-20 13:48:44,"[5, 1674]",0,0
5,7907,213,2025-01-20 13:48:44,"[5, 1674]",5,0
5,7907,213,2025-01-20 13:48:44,"[5, 1674]",1091,0
5,7907,213,2025-01-20 13:48:44,"[5, 1674]",1250,0
6,4943,141,2025-05-30 12:11:40,[1383],278,1
6,4943,141,2025-05-30 12:11:40,[1383],363,0
6,4943,141,2025-05-30 12:11:40,[1383],1726,0
6,4943,141,2025-05-30 12:11:40,[1383],1699,0
6,4943,141,2025-05-30 12:11:40,[1383],1856,0
6,4943,141,2025-05-30 12:11:40,[1383],881,0
6,4943,141,2025-05-30 12:11:40,[1383],1976,0
6,4943,141,2025-05-30 12:11:40,[1383],1484,0
6,4943,141,2025-05-30 12:11:40,[1383],357,0
6,4943,141,2025-05-30 12:11:40,[1383],149,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278]",589,1
6,4943,141,2025-05-30 12:11:40,"[1383, 278]",274,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278]",1538,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278]",1699,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278]",1833,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278]",1484,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278]",1959,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278]",147,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278]",797,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278]",753,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278, 589]",933,1
6,4943,141,2025-05-30 12:11:40,"[1383, 278, 589]",46,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278, 589]",1453,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278, 589]",357,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278, 589]",1441,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278, 589]",1460,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278, 589]",1829,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278, 589]",1538,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278, 589]",1328,0
6,4943,141,2025-05-30 12:11:40,"[1383, 278, 589]",1299,0
7,3916,154,2025-01-30 20:07:54,[1204],158,0
7,3916,154,2025-01-30 20:07:54,[1204],1994,0
7,3916,154,2025-01-30 20:07:54,[1204],599,0
7,3916,154,2025-01-30 20:07:54,[1204],1567,1
7,3916,154,2025-01-30 20:07:54,[1204],126,0
7,3916,154,2025-01-30 20:07:54,[1204],65,0
7,3916,154,2025-01-30 20:07:54,[1204],1338,0
7,3916,154,2025-01-30 20:07:54,[1204],1655,0
7,3916,154,2025-01-30 20:07:54,[1204],127,0
7,3916,154,2025-01-30 20:07:54,[1204],808,0
8,666,276,2025-09-09 13:40:29,[1547],365,0
8,666,276,2025-09-09 13:40:29,[1547],523,0
8,666,276,2025-09-09 13:40:29,[1547],327,0
8,666,276,2025-09-09 13:40:29,[1547],1837,0
8,666,276,2025-09-09 13:40:29,[1547],1801,0
8,666,276,2025-09-09 13:40:29,[1547],1482,0
8,666,276,2025-09-09 13:40:29,[1547],813,0
8,666,276,2025-09-09 13:40:29,[1547],540,0
8,666,276,2025-09-09 13:40:29,[1547],1809,0
8,666,276,2025-09-09 13:40:29,[1547],975,0
9,4827,282,2025-06-30 21:26:56,[46],1452,1
9,4827,282,2025-06-30 21:26:56,[46],1630,0
9,4827,282,2025-06-30 21:26:56,[46],342,0
9,4827,282,2025-06-30 21:26:56,[46],1151,0
9,4827,282,2025-06-30 21:26:56,[46],444,0
9,4827,282,2025-06-30 21:26:56,[46],930,0
9,4827,282,2025-06-30 21:26:56,[46],592,0
9,4827,282,2025-06-30 21:26:56,[46],831,0
9,4827,282,2025-06-30 21:26:56,[46],1686,0
9,4827,282,2025-06-30 21:26:56,[46],1715,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452]",1892,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452]",237,1
9,4827,282,2025-06-30 21:26:56,"[46, 1452]",563,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452]",342,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452]",647,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452]",978,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452]",47,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452]",953,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452]",1452,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452]",1686,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237]",444,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237]",794,1
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237]",147,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237]",953,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237]",1104,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237]",930,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237]",1025,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237]",940,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237]",237,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237]",1715,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237, 794]",1025,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237, 794]",1630,1
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237, 794]",940,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237, 794]",46,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237, 794]",1386,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237, 794]",1104,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237, 794]",1178,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237, 794]",978,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237, 794]",237,0
9,4827,282,2025-06-30 21:26:56,"[46, 1452, 237, 794]",592,0
10,1519,159,2025-07-16 14:28:01,[640],1035,0
10,1519,159,2025-07-16 14:28:01,[640],1316,0
10,1519,159,2025-07-16 14:28:01,[640],198,0
10,1519,159,2025-07-16 14:28:01,[640],769,1
10,1519,159,2025-07-16 14:28:01,[640],1813,0
10,1519,159,2025-07-16 14:28:01,[640],798,0
10,1519,159,2025-07-16 14:28:01,[640],1166,0
10,1519,159,2025-07-16 14:28:01,[640],1209,0
10,1519,159,2025-07-16 14:28:01,[640],1311,0
10,1519,159,2025-07-16 14:28:01,[640],1743,0
10,1519,159,2025-07-16 14:28:01,"[640, 769]",602,0
10,1519,159,2025-07-16 14:28:01,"[640, 769]",1260,0
10,1519,159,2025-07-16 14:28:01,"[640, 769]",578,0
10,1519,159,2025-07-16 14:28:01,"[640, 769]",1981,0
10,1519,159,2025-07-16 14:28:01,"[640, 769]",798,0
10,1519,159,2025-07-16 14:28:01,"[640, 769]",1181,0
10,1519,159,2025-07-16 14:28:01,"[640, 769]",1281,1
10,1519,159,2025-07-16 14:28:01,"[640, 769]",1278,0
10,1519,159,2025-07-16 14:28:01,"[640, 769]",1279,0
10,1519,159,2025-07-16 14:28:01,"[640, 769]",567,0
11,1687,162,2025-01-05 14:05:20,[461],1791,0
11,1687,162,2025-01-05 14:05:20,[461],3,0
11,1687,162,2025-01-05 14:05:20,[461],1539,0
11,1687,162,2025-01-05 14:05:20,[461],278,0
11,1687,162,2025-01-05 14:05:20,[461],1310,1
11,1687,162,2025-01-05 14:05:20,[461],1032,0
11,1687,162,2025-01-05 14:05:20,[461],1627,0
11,1687,162,2025-01-05 14:05:20,[461],168,0
11,1687,162,2025-01-05 14:05:20,[461],1380,0
11,1687,162,2025-01-05 14:05:20,[461],1673,0
11,1687,162,2025-01-05 14:05:20,"[461, 1310]",1380,0
11,1687,162,2025-01-05 14:05:20,"[461, 1310]",1791,0
11,1687,162,2025-01-05 14:05:20,"[461, 1310]",643,0
11,1687,162,2025-01-05 14:05:20,"[461, 1310]",1356,0
11,1687,162,2025-01-05 14:05:20,"[461, 1310]",120,0
11,1687,162,2025-01-05 14:05:20,"[461, 1310]",1936,0
11,1687,162,2025-01-05 14:05:20,"[461, 1310]",168,0
11,1687,162,2025-01-05 14:05:20,"[461, 1310]",1539,0
11,1687,162,2025-01-05 14:05:20,"[461, 1310]",964,0
11,1687,162,2025-01-05 14:05:20,"[461, 1310]",1533,0
12,1366,217,2025-01-21 21:30:24,[1086],1134,0
12,1366,217,2025-01-21 21:30:24,[1086],1444,0
12,1366,217,2025-01-21 21:30:24,[1086],1086,0
12,1366,217,2025-01-21 21:30:24,[1086],1651,0
12,1366,217,2025-01-21 21:30:24,[1086],242,0
12,1366,217,2025-01-21 21:30:24,[1086],1811,0
12,1366,217,2025-01-21 21:30:24,[1086],1943,0
12,1366,217,2025-01-21 21:30:24,[1086],1982,1
12,1366,217,2025-01-21 21:30:24,[1086],788,0
12,1366,217,2025-01-21 21:30:24,[1086],1938,0
12,1366,217,2025-01-21 21:30:24,"[1086, 1982]",674,0
12,1366,217,2025-01-21 21:30:24,"[1086, 1982]",1467,0
12,1366,217,2025-01-21 21:30:24,"[1086, 1982]",552,0
12,1366,217,2025-01-21 21:30:24,"[1086, 1982]",153,0
12,1366,217,2025-01-21 21:30:24,"[1086, 1982]",165,0
12,1366,217,2025-01-21 21:30:24,"[1086, 1982]",492,0
12,1366,217,2025-01-21 21:30:24,"[1086, 1982]",1331,1
12,1366,217,2025-01-21 21:30:24,"[1086, 1982]",1508,0
12,1366,217,2025-01-21 21:30:24,"[1086, 1982]",1734,0
12,1366,217,2025-01-21 21:30:24,"[1086, 1982]",1989,0
13,5808,149,2025-10-30 13:23:54,[240],521,0
13,5808,149,2025-10-30 13:23:54,[240],1927,1
13,5808,149,2025-10-30 13:23:54,[240],1240,0
13,5808,149,2025-10-30 13:23:54,[240],1545,0
13,5808,149,2025-10-30 13:23:54,[240],527,0
13,5808,149,2025-10-30 13:23:54,[240],1450,0
13,5808,149,2025-10-30 13:23:54,[240],1834,0
13,5808,149,2025-10-30 13:23:54,[240],1636,0
13,5808,149,2025-10-30 13:23:54,[240],317,0
13,5808,149,2025-10-30 13:23:54,[240],117,0
13,5808,149,2025-10-30 13:23:54,"[240, 1927]",181,0
13,5808,149,2025-10-30 13:23:54,"[240, 1927]",1394,0
13,5808,149,2025-10-30 13:23:54,"[240, 1927]",902,0
13,5808,149,2025-10-30 13:23:54,"[240, 1927]",1927,0
13,5808,149,2025-10-30 13:23:54,"[240, 1927]",1445,0
13,5808,149,2025-10-30 13:23:54,"[240, 1927]",0,1
13,5808,149,2025-10-30 13:23:54,"[240, 1927]",1986,0
13,5808,149,2025-10-30 13:23:54,"[240, 1927]",1077,0
13,5808,149,2025-10-30 13:23:54,"[240, 1927]",54,0
13,5808,149,2025-10-30 13:23:54,"[240, 1927]",1861,0
14,191,213,2025-07-14 21:24:24,[1113],1128,0
14,191,213,2025-07-14 21:24:24,[1113],71,0
14,191,213,2025-07-14 21:24:24,[1113],533,0
14,191,213,2025-07-14 21:24:24,[1113],54,0
14,191,213,2025-07-14 21:24:24,[1113],440,0
14,191,213,2025-07-14 21:24:24,[1113],1839,0
14,191,213,2025-07-14 21:24:24,[1113],920,0
14,191,213,2025-07-14 21:24:24,[1113],1551,0
14,191,213,2025-07-14 21:24:24,[1113],841,0
14,191,213,2025-07-14 21:24:24,[1113],75,0
15,1693,180,2025-06-13 21:01:51,[869],874,1
15,1693,180,2025-06-13 21:01:51,[869],425,0
15,1693,180,2025-06-13 21:01:51,[869],642,0
15,1693,180,2025-06-13 21:01:51,[869],1296,0
15,1693,180,2025-06-13 21:01:51,[869],1687,0
15,1693,180,2025-06-13 21:01:51,[869],1338,0
15,1693,180,2025-06-13 21:01:51,[869],997,0
15,1693,180,2025-06-13 21:01:51,[869],239,0
15,1693,180,2025-06-13 21:01:51,[869],1124,0
15,1693,180,2025-06-13 21:01:51,[869],582,0
16,5061,9,2025-01-07 21:55:58,[1193],1282,1
16,5061,9,2025-01-07 21:55:58,[1193],1508,0
16,5061,9,2025-01-07 21:55:58,[1193],1507,0
16,5061,9,2025-01-07 21:55:58,[1193],193,0
16,5061,9,2025-01-07 21:55:58,[1193],166,0
16,5061,9,2025-01-07 21:55:58,[1193],60,0
16,5061,9,2025-01-07 21:55:58,[1193],1147,0
16,5061,9,2025-01-07 21:55:58,[1193],842,0
16,5061,9,2025-01-07 21:55:58,[1193],1783,0
16,5061,9,2025-01-07 21:55:58,[1193],1716,0
17,9149,28,2025-03-13 21:59:05,[305],1060,1
17,9149,28,2025-03-13 21:59:05,[305],1029,0
17,9149,28,2025-03-13 21:59:05,[305],16,0
17,9149,28,2025-03-13 21:59:05,[305],1748,0
17,9149,28,2025-03-13 21:59:05,[305],591,0
17,9149,28,2025-03-13 21:59:05,[305],305,0
17,9149,28,2025-03-13 21:59:05,[305],378,0
17,9149,28,2025-03-13 21:59:05,[305],1704,0
17,9149,28,2025-03-13 21:59:05,[305],420,0
17,9149,28,2025-03-13 21:59:05,[305],1117,0
18,3784,198,2025-09-29 19:12:45,[249],49,1
18,3784,198,2025-09-29 19:12:45,[249],249,0
18,3784,198,2025-09-29 19:12:45,[249],1930,0
18,3784,198,2025-09-29 19:12:45,[249],981,0
18,3784,198,2025-09-29 19:12:45,[249],716,0
18,3784,198,2025-09-29 19:12:45,[249],1359,0
18,3784,198,2025-09-29 19:12:45,[249],1913,0
18,3784,198,2025-09-29 19:12:45,[249],376,0
18,3784,198,2025-09-29 19:12:45,[249],857,0
18,3784,198,2025-09-29 19:12:45,[249],1538,0
18,3784,198,2025-09-29 19:12:45,"[249, 49]",1349,0
18,3784,198,2025-09-29 19:12:45,"[249, 49]",20,0
18,3784,198,2025-09-29 19:12:45,"[249, 49]",1288,0
18,3784,198,2025-09-29 19:12:45,"[249, 49]",470,0
18,3784,198,2025-09-29 19:12:45,"[249, 49]",1822,0
18,3784,198,2025-09-29 19:12:45,"[249, 49]",1913,0
18,3784,198,2025-09-29 19:12:45,"[249, 49]",1078,0
18,3784,198,2025-09-29 19:12:45,"[249, 49]",319,0
18,3784,198,2025-09-29 19:12:45,"[249, 49]",1034,0
18,3784,198,2025-09-29 19:12:45,"[249, 49]",49,0
19,3733,30,2025-06-26 13:00:41,[382],1204,0
19,3733,30,2025-06-26 13:00:41,[382],116,1
19,3733,30,2025-06-26 13:00:41,[382],1161,0
19,3733,30,2025-06-26 13:00:41,[382],1363,0
19,3733,30,2025-06-26 13:00:41,[382],1028,0
19,3733,30,2025-06-26 13:00:41,[382],1095,0
19,3733,30,2025-06-26 13:00:41,[382],1235,0
19,3733,30,2025-06-26 13:00:41,[382],1307,0
19,3733,30,2025-06-26 13:00:41,[382],1858,0
19,3733,30,2025-06-26 13:00:41,[382],1362,0
19,3733,30,2025-06-26 13:00:41,"[382, 116]",1179,0
19,3733,30,2025-06-26 13:00:41,"[382, 116]",1204,0
19,3733,30,2025-06-26 13:00:41,"[382, 116]",427,0
19,3733,30,2025-06-26 13:00:41,"[382, 116]",1890,0
19,3733,30,2025-06-26 13:00:41,"[382, 116]",308,0
19,3733,30,2025-06-26 13:00:41,"[382, 116]",1698,0
19,3733,30,2025-06-26 13:00:41,"[382, 116]",1735,0
19,3733,30,2025-06-26 13:00:41,"[382, 116]",957,1
19,3733,30,2025-06-26 13:00:41,"[382, 116]",1437,0
19,3733,30,2025-06-26 13:00:41,"[382, 116]",1977,0
19,3733,30,2025-06-26 13:00:41,"[382, 116, 957]",1235,0
19,3733,30,2025-06-26 13:00:41,"[382, 116, 957]",1698,0
19,3733,30,2025-06-26 13:00:41,"[382, 116, 957]",498,1
19,3733,30,2025-06-26 13:00:41,"[382, 116, 957]",226,0
19,3733,30,2025-06-26 13:00:41,"[382, 116, 957]",1458,0
19,3733,30,2025-06-26 13:00:41,"[382, 116, 957]",1095,0
19,3733,30,2025-06-26 13:00:41,"[382, 116, 957]",1801,0
19,3733,30,2025-06-26 13:00:41,"[382, 116, 957]",1204,0
19,3733,30,2025-06-26 13:00:41,"[382, 116, 957]",400,0
19,3733,30,2025-06-26 13:00:41,"[382, 116, 957]",1437,0
20,3052,278,2025-03-29 20:26:29,[1757],507,0
20,3052,278,2025-03-29 20:26:29,[1757],313,0
20,3052,278,2025-03-29 20:26:29,[1757],936,0
20,3052,278,2025-03-29 20:26:29,[1757],999,1
20,3052,278,2025-03-29 20:26:29,[1757],932,0
20,3052,278,2025-03-29 20:26:29,[1757],1052,0
20,3052,278,2025-03-29 20:26:29,[1757],1623,0
20,3052,278,2025-03-29 20:26:29,[1757],650,0
20,3052,278,2025-03-29 20:26:29,[1757],1020,0
20,3052,278,2025-03-29 20:26:29,[1757],959,0
20,3052,278,2025-03-29 20:26:29,"[1757, 999]",932,0
20,3052,278,2025-03-29 20:26:29,"[1757, 999]",507,0
20,3052,278,2025-03-29 20:26:29,"[1757, 999]",1623,1
20,3052,278,2025-03-29 20:26:29,"[1757, 999]",1999,0
20,3052,278,2025-03-29 20:26:29,"[1757, 999]",1472,0
20,3052,278,2025-03-29 20:26:29,"[1757, 999]",936,0
20,3052,278,2025-03-29 20:26:29,"[1757, 999]",1377,0
20,3052,278,2025-03-29 20:26:29,"[1757, 999]",1757,0
20,3052,278,2025-03-29 20:26:29,"[1757, 999]",1275,0
20,3052,278,2025-03-29 20:26:29,"[1757, 999]",1052,0
20,3052,278,2025-03-29 20:26:29,"[1757, 999, 1623]",507,0
20,3052,278,2025-03-29 20:26:29,"[1757, 999, 1623]",788,0
20,3052,278,2025-03-29 20:26:29,"[1757, 999, 1623]",932,0
